Notice Type,Community,Notice ID,Address,Description,Conditions,Approval Type,Meeting Date,Decision,Search DMIS,In Date,Order Date,Ward,Neighbourhood,Location,Roll Number,Appeal Date,Report/Plan URL,Point,Plain Language,Wards,Neighborhoods,Zip Codes,Electoral Ward 2018
VARIANCE,City Centre,18-159801/B,50 Hargrave ST,"To vary the Downtown Sector regulations of Downtown Zoning By-Law No. 100/2004 as follows: 
1) for the establishment of an open patio/terrace exceeding 50 feet in height to permit as follows:
   a) a north side yard of 11 feet (3.35 metres) instead of 20 feet (6.10 metres);
   b) a south side yard of  11feet (3.35 metres) instead of 20 feet (6.10 metres);
   c) a rear yard of 11feet (3.35 metres) instead of 20 feet (6.10 metres);    
2) for the establishment of accessory offstreet at-grade parking space to permit stacked parking; 
3) for the establishment of an offstreet at-grade delivery loading space to permit as follows:
  a) a stall width  of 10 feet (3.05 metres) instead of 12 feet (3.66 metres)
  b) a stall length of 18 feet (5.49 metres) instead of 20 feet (6.10 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That the design shall be in accordance with the recommendations of Downtown Urban Design Review.",Internal,,Approved with Condition(s),,25/10/2018,28/12/2018,Fort Rouge - East Fort Garry,Broadway-Assiniboine,"(49.88578235027293, -97.14108776357435)",12097806780,,,POINT (-97.14108776357435 49.88578235027293),,6,50,,15
VARIANCE,Assiniboia,18-177266/C,361 Collegiate ST,"To vary the ""R1-M PDO-1 Airport Vicinity Protection Area"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of two residential zoning lots to permit lot areas of 2712.5 square feet (252 square metres) instead of 3500 square feet (325.2 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,12/12/2018,,,25/10/2018,19/12/2018,St. James,King Edward,"(49.88480275220495, -97.21676199099396)",,01/07/2019 12:00:00 AM,,POINT (-97.21676199099396 49.88480275220495),,13,131,,4
CONDITIONAL USE,Riel,18-177638/D,"552, 556, 558 St Anne's RD","For a Conditional Use under Zoning By-Law No. 200/2006 to permit as follows:
1) the maintenance of a place of worship;
2) the maintenance of a elementary/junior high school.",,Meeting,04/02/2019,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-177638/D,26/10/2018,07/02/2019,St. Vital,Meadowood,"(49.836290620630145, -97.09344227431286)",8004505500,02/26/2019 12:00:00 AM,,POINT (-97.09344227431286 49.836290620630145),,11,207,,10
VARIANCE,Riel,18-177676/D,"552, 556, 558 St Anne's RD","To vary the proposed ""R1-M"" and ""RMF-S"" dimensional standards of Zoning By-Law No. 200/2006 as follows: 
1) for the maintenance of an elementary/junior high school on proposed Lot 1 to permit:
a) no direct access to a public street or lane (access will be by a cross-access agreement with adjoining property);
b) a south side yard of 23 feet (7.01 metres) instead of 25 feet (7.62 metres);
2) for the maintenance of an accessory parking area on proposed Lot 1 to permit:
a) no front yard instead of 20 feet (6.10 metres);
b) no side yards instead of 25 feet (7.62 metres);
c) no queuing spaces for the loading and unloading of passengers;
3) for the maintenance of a multi-family dwelling and detached garages on proposed Lot 2 to permit a rear yard of 14.5 feet (4.42 metres) instead of 25 feet (7.62 metres);
4) for the maintenance of a place of worship on proposed Lot 2 to permit:
a) side yards of 4 feet (1.22 metres) instead of 8 feet (2.44 metres);
b) a building height of 61 feet (18.59 metres) instead of 35 feet (10.67 metres);
c) no drive aisle instead of 20 feet (6.10 metres);
5) for the maintenance of an accessory parking area on proposed Lot 2 to permit:
a) no front yard instead of 25 feet (7.62 metres);
b) no west side yard instead of 8 feet (2.44 metres);
c) no east corner side yard instead of 20 feet (6.10 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.",Meeting,04/02/2019,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-177676/D,26/10/2018,07/02/2019,St. Vital,Meadowood,"(49.836290620630145, -97.09344227431286)",8004505500,02/26/2019 12:00:00 AM,,POINT (-97.09344227431286 49.836290620630145),,11,207,,10
CONDITIONAL USE,East Kildonan-Transcona,18-178434/C,378 Edison AVE,For a Conditional Use under Zoning By-Law No. 200/2006 to permit the establishment of a multi-family dwelling use.,,Meeting,08/03/2019,,,30/10/2018,15/01/2019,North Kildonan,Rossmere-A,"(49.938316813927486, -97.0806303748722)",4000298000,02/01/2019 12:00:00 AM,,POINT (-97.0806303748722 49.938316813927486),,10,12,,9
VARIANCE,East Kildonan-Transcona,18-178451/C,378 Edison AVE,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of a multi-family dwelling and accessory parking area to permit the following:
    1) 5 parking stalls instead of 6 parking stalls;
    2) insufficient buffering of parking area located within 20 feet of a side or rear lot line abutting or adjacent to a residential zoning district;
    3) parking space within 10 feet (3.05 metres) of a window to a habitable room where the sill is located 5 feet (1.52 metres) or less from grade.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,08/03/2019,,,30/10/2018,15/01/2019,North Kildonan,Rossmere-A,"(49.938316813927486, -97.0806303748722)",4000298000,02/01/2019 12:00:00 AM,,POINT (-97.0806303748722 49.938316813927486),,10,12,,9
VARIANCE,Assiniboia,18-178500/B,385 Appleford GATE,"To vary the ""R1-M"" Dimensional Standards of Zoning By-Law No. 200/2006 for the construction of a detached garage to permit a floor area of 528 square feet (49.1 square metres) instead of 484 square feet (45.0 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That, the detached garage shall be built in substantail conformance with plans submitted and identified as Sheets 1 to 5 to DAV 18-178500/B.",Internal,,Approved with Condition(s),,30/10/2018,20/11/2018,Waverley West,Bridgwater Trails,"(49.785226226404774, -97.20757576397338)",3092996095,,,POINT (-97.20757576397338 49.785226226404774),,7,230,,7
VARIANCE,Riel,18-178513/B,18 Blackmore AVE,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of a detached garage to permit a height of 15.5 feet (4.72 metres) instead of 13 feet (3.96 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That, the detached garage be constructed and maintained in substantial conformance with plans submitted and identified as sheets 1 to 10 of DAV 18-178513/B.",Internal,,Approved with Condition(s),,30/10/2018,21/11/2018,St. Vital,Minnetonka,"(49.82072904267536, -97.13771612814345)",8004552100,,,POINT (-97.13771612814345 49.82072904267536),,11,83,,10
VARIANCE,Assiniboia,18-178805/B,79 William Marshall WAY,"To vary the ""R1-L"" Dimensional Standards of Zoning By-Law No. 200/2006 as follows: 
1) for the construction of an addition to a single family dwelling to permit a rear yard of 15 feet (4.57 metres) instead of 25 feet (7.62 metres)
2) for the construction of a deck to permit a rear yard of 16 feet (4.88 metres) instead of 25 feet (7.62 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That, the addition to the single-family dwelling and the open deck shall be built in substantial conformance with plans submitted and identified as Sheets 1 to 3 to DAV 18-178805/B.
3) That, the deck shall remain open on two (2) sides except for a railing.",Internal,,Approved with Condition(s),,31/10/2018,09/11/2018,Charleswood - Tuxedo - Westwood,Ridgedale,"(49.8614247999115, -97.28949707748966)",1003364300,,,POINT (-97.28949707748966 49.8614247999115),,15,229,,6
VARIANCE,Lord Selkirk-West Kildonan,18-178807/C,56 Arrow ST,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of two residential lots to permit a lot area of 2750 square feet (255.48 square metres) instead of 3500 square feet (325.2 square metres) on Proposed Lot 38.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,09/01/2019,,,31/10/2018,15/01/2019,Point Douglas,Tyndall Park,"(49.93323483791999, -97.19679099731243)",14100129365,02/01/2019 12:00:00 AM,,POINT (-97.19679099731243 49.93323483791999),,12,127,,1
CONDITIONAL USE,City Centre,18-178817/C,117 Osborne ST,For a Conditional Use under Zoning By-Law No. 200/2006 Neighbourhood Main Streets A Planned Development Overlay (PDO-1 Neighbourhood Main Streets) Use Specific Standard to permit the establishment of a restaurant use exceeding 2500 square feet (232.3 square metres) in gross floor area.,,Meeting,12/12/2018,,,31/10/2018,19/12/2018,Fort Rouge - East Fort Garry,McMillan,"(49.878323485693905, -97.14609069604936)",12032112000,01/07/2019 12:00:00 AM,,POINT (-97.14609069604936 49.878323485693905),,6,156,,15
CONDITIONAL USE,City Centre,18-179116/D,265 Osborne ST,"For a Conditional Use under Zoning By-Law No. 200/2006 for the establishment of a parking, structured use.",,Meeting,19/06/2020,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-179116/D,01/11/2018,24/06/2020,Fort Rouge - East Fort Garry,Earl Grey,"(49.873848895619766, -97.14185065603692)",,07/13/2020 12:00:00 AM,,POINT (-97.14185065603692 49.873848895619766),,6,20,,15
VARIANCE,City Centre,18-179121/D,265 Osborne ST,"To vary the ""Proposed TOD PDO-1Corydon Osborne"" dimensional and design standards of Zoning By-Law No. 200/2006 as follows: 
1) for the construction of a 15 storey, multi-tenant, multi-use building to permit:
  a) an east and south building facade being less than 50% comprised of transparent materials at grade;
  b) no setback from front facade instead of 10 feet (3.05 metres)for 4th to 15th floors;
  c) a lot area per dwelling unit of 179 square feet (16.63 square metres) instead of 200 square feet (18.58 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.",Meeting,19/06/2020,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-179121/D,01/11/2018,24/06/2020,Fort Rouge - East Fort Garry,Earl Grey,"(49.873848895619766, -97.14185065603692)",,07/13/2020 12:00:00 AM,,POINT (-97.14185065603692 49.873848895619766),,6,20,,15
VARIANCE,Riel,18-179286/B,640 Paul BLVD,"To vary the ""RR5"" dimensional standards of Zoning By-Law No. 200/2006 for the erection of two detached accessory structures (ground mount solar panel systems) with a lot coverage of 2090.4 square feet (194.20 square metres) to permit a combined total lot coverage of 4309.65 square feet (400.38 square metres) instead of 880 square feet (81.8 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That the accessory structure (solar panels) shall be installed and maintained in accordance with plans submitted and identified as sheets 1 to 4 of DAV 18-179286/B.",Internal,,Approved with Condition(s),,02/11/2018,05/12/2018,St. Norbert - Seine River,St. Vital Perimeter South,"(49.78235914491336, -97.09720017909216)",8006894000,,,POINT (-97.09720017909216 49.78235914491336),,11,68,,3
VARIANCE,Riel,18-180154/C,69 Fermor AVE,"To vary the Special Boundary Conditon of Zoning By-Law No. 200/2006 for the establishment of two (2) residential zoning lots to permit as follows:
  1) a lot area of 2587 square feet (240.34 square metres) instead of 5156 square feet (479.0 square metres);
   2) a lot width of of 25 feet (7.62 metres) instead of 50 feet (15.24 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,30/01/2019,,,07/11/2018,04/02/2019,St. Vital,Varennes,"(49.85486996382369, -97.10595625378143)",,02/21/2019 12:00:00 AM,,POINT (-97.10595625378143 49.85486996382369),,11,96,,10
CONDITIONAL USE,Riel,18-180284/B,272 Le Maire ST,For a Conditional Use under Zoning By-Law No. 200/2006 to  permit a daycare use (maximum of 12 children) with one (1) non-resident employee providing a personal service on the premises to establish as a home-based business.,"1) That, the hours of operation for the day care on the premises shall be limited to between 7:00 a.m. and 5:00 p.m. Monday to Friday inclusive.
2) That, the operator of the home-based business must be a resident of the dwelling where the home-based business is being conducted.
3) That, there shall be only one (1) non-resident employee on the premises at a time.
4) That, no other home-based business shall be conducted on the premises.
5) That, care shall be provided to not more than twelve (12) children on the premises and the day care shall be licensed in accordance with the Provincial Child Day Care Licensing authority.
6) That, a pickup/drop off area shall be provided to ensure the safety of persons entering and leaving the premises.
7) That, the Conditional Use granted by this order to establish a day care, maximum twelve (12) children, providing a personal service with one (1) occasional non-resident employee on the premises shall terminate on December 10, 2020.",Internal,,Approved with Condition(s),,07/11/2018,14/12/2018,St. Norbert - Seine River,Richmond Lakes,"(49.768158333257546, -97.16672157640821)",3014448300,,,POINT (-97.16672157640821 49.768158333257546),,7,206,,3
CONDITIONAL USE,East Kildonan-Transcona,18-180349/D,1510 Plessis RD Unit 101,For a Conditional Use under Zoning By-Law No. 200/2006 to  permit the establishment of an outdoor dining and drinking area accessory to a restaurant exceeding 100 sq.ft. ( 9.29 square metres) in floor area.,,Meeting,23/01/2019,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-180349/D,07/11/2018,25/01/2019,Transcona,Regent,"(49.89991931859472, -97.02603243352304)",4007261540,02/13/2019 12:00:00 AM,,POINT (-97.02603243352304 49.89991931859472),,9,44,,11
CONDITIONAL USE,East Kildonan-Transcona,18-180515/B,736 Regent AVE W,"For a Conditional Use under Zoning By-Law No. 200/2006 to permit a tailor providing a personal service on the premises with one (1) non-resident employee to maintain as a home-based business previously approved under DCU 16-167976 until Dec. 1, 2018.","1) That the hours of operation on the premises shall be limited to between 9:00 a.m. and 6:00 p.m. Monday to Saturday inclusive.
2) That, the operator of the home-based business must be a resident of the single-family dwelling where the home-based business is being conducted.
3) That, a maximum of one (1) non-resident employee shall be on the premises at any time.
4) That, the home-based business granted by this order shall operate by appointment only, with a maximum of two (2) clients on the premises at any time.
5) That, clients shall access and egress the home-based business from the north door of the single-family dwelling facing Regent Avenue.
6) That the Conditional Use granted by this Order to maintain a home-based business as a Tailor with one (1) non-resident employee providing a personal service on the premises shall terminate on December 1, 2023.",Internal,,Approved with Condition(s),,08/11/2018,30/11/2018,Transcona,Melrose,"(49.89494108386829, -97.02507156969772)",9005524600,,,POINT (-97.02507156969772 49.89494108386829),,9,174,,11
VARIANCE,Lord Selkirk-West Kildonan,18-180861/B,1495 Leila AVE,"To vary the ""R1-S"" Dimensional Standards of Zoning By-Law No. 200/2006 as follows: 
1) for the maintenance of a single family dwelling, breezeway addition and attached garage to permit a lot coverage of 50.5% instead of 45%
2) for the maintenance of a single family dwelling and breezeway addition to permit a rear yard of 24.05 feet (7.33 metres) instead of 25 feet (7.62 metres).","1) That, the breezeway addition shall be brought into compliance with plans approved by the Plan Examination Branch and those submitted and identified as Sheet 1 to 2 to DAV 18-180861/B  within 45 days of the issuance of a Development Permit or the variance granted for lot coverage shall terminate and the addition shall be removed.
2) That, the variances granted by this order shall terminate upon demolition or removal of the breezeway addition to allow any future reconstruction on the land to be in compliance with the Zoning By-Law.",Internal,,Approved with Condition(s),,09/11/2018,21/12/2018,Old Kildonan,Amber Trails,"(49.96124017177824, -97.17081170738433)",5009231300,,,POINT (-97.17081170738433 49.96124017177824),,2,86,,12
CONDITIONAL USE,Assiniboia,18-181474/B,166 Kane AVE,"For a Conditional Use under Zoning By-Law No. 200/2006 to permit a massage therapist providing a personal service on the premises with one ( 1 ) non-resident employee to re-establish as a home-based business previously approved under DCU 04-108024/B until Feb. 28, 2012.","1) That the hours of operation on the premises shall be limited to between 9:00 a.m. to 9:00 p.m. Monday to Friday, inclusive.
2) The operator of the home-based business must be a resident of the dwelling where the home-based business is being conducted.
3) That the home-based business granted by this order shall operate by appointment only, with a maximum of one (1) client on the premises at any time.
4) That there shall be only one (1) occasional non-resident employee on the premises at a time.
5) That any advertisements must include the words ""by appointment only"".
6) That the Conditional Use granted by this Order to permit massage therapist with one (1) occasional non-resident employee providing a personal service as a home-based business on the premises shall terminate on December 4, 2020.",Internal,,Approved with Condition(s),,14/11/2018,13/12/2018,St. James,Silver Heights,"(49.877932534023635, -97.24754344560841)",7061903000,,,POINT (-97.24754344560841 49.877932534023635),,13,35,,4
CONDITIONAL USE,Riel,18-181490/C,245 Marion ST,For a Conditional Use under Zoning By-Law No. 200/2006 to permit for the establishment of an outdoor area in conjunction with a kennel use.,,Meeting,09/01/2019,,,14/11/2018,15/01/2019,St. Boniface,Central St. Boniface,"(49.88185248219303, -97.11698585048151)",6075041500,02/01/2019 12:00:00 AM,,POINT (-97.11698585048151 49.88185248219303),,8,178,,13
VARIANCE,Riel,18-181497/C,245 Marion ST,"To vary the ""C3"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of an open accessory parking area to permit as follows:
  a) 6 parking stalls instead of 8 parking stalls;
  b) no drive aisle instead of 20 feet (6.10 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,09/01/2019,,,14/11/2018,15/01/2019,St. Boniface,Central St. Boniface,"(49.88185248219303, -97.11698585048151)",6075041500,02/01/2019 12:00:00 AM,,POINT (-97.11698585048151 49.88185248219303),,8,178,,13
VARIANCE,Lord Selkirk-West Kildonan,18-181523/C,1801 Notre Dame AVE,"To vary the ""C2 PDO-1 Airport Vicinity Protection Area"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of one storey commercial building addition to permit a rear yard of 2 feet (0.61 metres) instead of 25 feet (7.62 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,09/01/2019,,,14/11/2018,15/01/2019,Point Douglas,Brooklands,"(49.91674405379449, -97.1957002346553)",7090228700,02/01/2019 12:00:00 AM,,POINT (-97.1957002346553 49.91674405379449),,13,191,,1
VARIANCE,City Centre,18-181553/C,1005 Royse AVE,"To vary the ""R1-M"" Dimensional Standards of Zoning By-Law No. 200/2006 as follows: 
1) for the establishment of two (2) residential zoning lots to permit lot areas of 2525 square feet (234.6 square metres) instead of 3500 square feet (325.2 square metres)
2) for the construction of a single family dwelling on each lot to permit front yards of 23 feet (7.01 metres) instead of 26 feet (7.92 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,23/05/2019,,,14/11/2018,08/04/2019,River Heights - Fort Garry,Maybank,"(49.83481300879222, -97.15153109243674)",3070075000,04/25/2019 12:00:00 AM,,POINT (-97.15153109243674 49.83481300879222),,5,26,,14
APPEAL,City Centre,18-181553/C,1005 Royse AVE,"To vary the ""R1-M"" Dimensional Standards of Zoning By-Law No. 200/2006 as follows: 
1) for the establishment of two (2) residential zoning lots to permit lot areas of 2525 square feet (234.6 square metres) instead of 3500 square feet (325.2 square metres)
2) for the construction of a single family dwelling on each lot to permit front yards of 23 feet (7.01 metres) instead of 26 feet (7.92 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,23/05/2019,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=18-181553/C,14/11/2018,08/04/2019,River Heights - Fort Garry,Maybank,"(49.83481300879222, -97.15153109243674)",3070075000,04/25/2019 12:00:00 AM,,POINT (-97.15153109243674 49.83481300879222),,5,26,,14
VARIANCE,City Centre,18-182290/C,1103 Windermere AVE,"To vary the Special Boundary Conditions of Zoning By-Law No. 200/2006 for the establishment of two residential zoning lots to permit the following:
  a) lot areas of 3,000 square feet (278.7 square metres) instead of 5,627 square feet (522.77 square metres);
  b) lot widths of 25 feet (7.62 metres) instead of 50 feet (15.24 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,22/03/2019,,,16/11/2018,15/01/2019,River Heights - Fort Garry,Beaumont,"(49.84748333204107, -97.15558624554903)",,02/01/2019 12:00:00 AM,,POINT (-97.15558624554903 49.84748333204107),,5,225,,14
VARIANCE,Riel,18-182666/C,740 John Bruce RD E (Units 1-6),"To vary the ""RMF-S"" dimensional standards of Zoning By-Law No. 200/2006 to permit no pedestrian connections to the adjacent sidewalk or right of way.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,09/01/2019,,,19/11/2018,15/01/2019,St. Vital,Royalwood,"(49.83393415029654, -97.08568304414442)",6093467795,02/01/2019 12:00:00 AM,,POINT (-97.08568304414442 49.83393415029654),,8,210,,10
VARIANCE,East Kildonan-Transcona,18-182928/C,398 Talbot AVE,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 for insufficient buffering of an accessory parking area located within 20 feet (6.1 metres) of a side or rear lot line abutting or adjacent to a residential zoning district.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,12/12/2018,,,20/11/2018,19/12/2018,Elmwood - East Kildonan,Chalmers,"(49.90684907515507, -97.10716866776536)",14091702000,01/07/2019 12:00:00 AM,,POINT (-97.10716866776536 49.90684907515507),,1,197,,2
VARIANCE,East Kildonan-Transcona,18-182933/C,431 Talbot AVE,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 for insufficient buffering of an accessory parking area located within 20 feet (6.1 metres) of a rear lot line adjacent to a residential zoning district.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,12/12/2018,,,20/11/2018,19/12/2018,Elmwood - East Kildonan,Chalmers,"(49.906994233977144, -97.10537123007543)",14091783000,01/07/2019 12:00:00 AM,,POINT (-97.10537123007543 49.906994233977144),,1,197,,2
CONDITIONAL USE,Lord Selkirk-West Kildonan,18-183012/C,1965 Main ST,"For a Conditional Use under Zoning By-law No. 200/06 to permit the establishment of a billboard, digital static copy and billboard, poster sign use.",,Meeting,12/12/2018,,,20/11/2018,19/12/2018,Mynarski,Seven Oaks,"(49.94252678793453, -97.11259383537755)",11001230000,01/07/2019 12:00:00 AM,,POINT (-97.11259383537755 49.94252678793453),,4,113,,8
CONDITIONAL USE,East Kildonan-Transcona,18-183207/B,93 Larry Vickar DR W,For a Conditional Use under Zoning By-Law No. 200/2006 to permit an eyelash extension technician providing a personal service on the premises to establish as a home-based business.,"1) That the hours of operation on the premises shall be limited to between 10:00 a.m. and 9:00 p.m. Monday to Saturday inclusive.
2) That, the operator of the home-based business must be a resident of the single-family dwelling where the home-based business is being conducted.
3) That, the home-based business granted by this order shall operate by appointment only, with a maximum of one (1) clients on the premises at any time.
4) That the Conditional Use granted by this Order to establish a home-based business as an Eyelash Technician providing a personal service on the premises shall terminate on December 31, 2020.",Internal,,Approved with Condition(s),,21/11/2018,10/12/2018,Transcona,Peguis,"(49.90212706275137, -97.04623853477803)",4007255335,,,POINT (-97.04623853477803 49.90212706275137),,9,188,,11
VARIANCE,East Kildonan-Transcona,18-183402/B,95 Cal Gardner DR,"To vary the ""RMF-S"" dimensional standards of Zoning By-Law No. 200/2006 for the maintenance of a detached garage to permit a floor area of 534 square feet (49.6 square metres) instead of 484 square feet (45.0 square metres).","1) That, the detached garage shall be maintained in substantial conformance with the Building Location Certificate, dated November 14, 2018 and plans submitted and identified as Sheet 1 of 2 with 
DAV 18-183402/B.",Internal,,Approved with Condition(s),,22/11/2018,20/12/2018,Transcona,Peguis,"(49.89951212034173, -97.04700614311334)",4007259125,,,POINT (-97.04700614311334 49.89951212034173),,9,188,,11
CONDITIONAL USE,Lord Selkirk-West Kildonan,18-183478/C,1530 Church AVE,For a Conditional Use under Zoning By-Law No. 200/2006 to  permit the establishment of a personal service use.,,Meeting,09/01/2019,,,22/11/2018,15/01/2019,Point Douglas,Inkster Industrial Park,"(49.939541909012064, -97.1819669124577)",14064240000,02/01/2019 12:00:00 AM,,POINT (-97.1819669124577 49.939541909012064),,12,122,,1
VARIANCE,Lord Selkirk-West Kildonan,18-183625/C,1965 Main ST,"To vary the ""C2"" Use Specific Standards of Zoning By-Law No. 200/2006 for the erection of Poster, Billboard and Digital Static Copy, Billboard,  free-standing sign to permit a separation space to another billboard sign use of less than 500 feet (152.40 metres).",,Meeting,12/12/2018,,,23/11/2018,,Mynarski,Seven Oaks,"(49.94252678793453, -97.11259383537755)",11001230000,,,POINT (-97.11259383537755 49.94252678793453),,4,113,,8
CONDITIONAL USE,Assiniboia,18-183854/B,5310 Roblin BLVD,"For a Conditional Use under Zoning By-Law No. 200/2006 to permit a financial planner with two (2) non-resident employees providing a personal service on the premises to maintain as a home-based business previously approved under DCU 16-104419/B until December 6, 2017.","1) That the hours of operation on the premises shall be limited to between 8:00 a.m. and 4:00 p.m. Monday to Friday, inclusive.
2) That, the operator of the home-based business must be a resident of the dwelling where the home-based business is conducted.
3) That the home-based business granted by this order shall operate by appointment only, with a maximum of two (2) clients on the premises at a time.
4) That, there shall be a maximum of two (2) non-resident employees on the premises at any time.
5) That, the floor area occupied by the home-based business shall be maintained in accordance with the floor plans submitted and identified as Sheets 2 to 3 to DCU 18-183854/B
6) That, any advertisements for the home-based business shall state ""by appointment only"". 
7) That the conditional use granted by this order to permit a financial planner with two (2) non-resident employees providing a personal service on the premises shall terminate on December 6, 2022.",Internal,,Approved with Condition(s),,26/11/2018,12/12/2018,Charleswood - Tuxedo - Westwood,Roblin Park,"(49.858581548811856, -97.2898182692808)",1005894500,,,POINT (-97.2898182692808 49.858581548811856),,15,195,,6
